,customerNo,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order
3137,12821,26389,15,6,1252173.0,7,29.99,99.99,319.94,3,29.99,99.99,159.97,5,1,2,2500,465,105,5,31,2,87,y
3138,12822,26394,15,6,483.74,3,999.99,999.99,2999.97,1,999.99,999.99,999.99,5,1,2,600,504,7,18,47,2,13,y
3139,12823,26395,15,6,480451.0,4,39.99,39.99,159.96,1,39.99,39.99,39.99,?,1,2,600,491,12,6,29,2,12,y
3140,12824,26397,15,6,1222749.0,9,9.99,99.99,359.91,2,9.99,79.99,89.98,?,1,2,600,70,14,1,58,2,251,y
3141,12825,26399,15,6,2198.41,40,9.99,24.99,455.69,4,9.99,14.99,54.96,1,1,2,600,578,43,2,26,2,9,n
3142,12826,26400,15,6,433751.0,9,29.99,29.99,209.93,2,29.99,29.99,59.98,?,1,2,1700,512,182,36,38,2,27,y
3143,12827,26403,15,6,186451.0,7,6.99,14.99,88.93,3,6.99,14.99,36.97,?,1,2,4000,565,263,4,64,2,68,y
3144,12828,26404,15,6,5043.12,4,199.99,199.99,799.96,1,199.99,199.99,199.99,?,1,2,600,80,68,1,50,2,44,y
3145,12829,26406,15,6,320332.0,9,14.99,14.99,134.91,2,14.99,14.99,29.98,?,1,2,700,588,222,1,43,2,86,n
3146,1283,2543,10,5,3284685.0,47,3.99,49.99,863.54,4,9.99,24.99,57.96,?,1,2,600,524,25,7,46,2,18,y
3147,12830,26408,15,6,2267404.0,24,2.99,14.99,153.9,2,12.99,14.99,27.98,5,1,2,1000,511,163,8,43,2,24,y
3148,12831,26409,15,6,10653329.0,10,129.99,189.95,1638.78,1,149.99,149.99,149.99,1,1,2,1000,541,36,11,44,2,291,n
3149,12832,26410,15,6,775422.0,9,14.99,24.9,179.64,3,14.99,24.9,59.88,?,1,2,600,593,33,1,38,1,153,y
3150,12833,26412,15,6,3951.05,50,5.0,24.99,518.93,6,5.0,19.99,63.99,1,1,2,500,468,24,14,43,2,10,n
3151,12834,26415,15,6,2984128.0,39,9.99,99.99,1469.52,8,9.99,99.99,439.88,5,1,2,4000,569,232,9,45,2,149,y
3152,12835,26417,15,6,367549.0,5,9.99,39.99,105.95,5,9.99,39.99,105.95,5,1,2,4000,614,371,19,70,1,83,y
3153,12836,26418,15,6,1990535.0,61,5.99,59.99,266.9,1,9.99,9.99,9.99,?,1,2,1700,551,38,10,22,2,122,y
3154,12837,26420,15,6,2607096.0,10,19.9,299.99,1009.65,2,19.9,19.9,39.8,?,1,2,600,465,10,14,30,1,4,y
3155,12838,26421,15,6,584778.0,7,29.99,29.99,209.93,2,29.99,29.99,59.98,?,1,2,3000,516,224,12,72,1,227,y
3156,12839,26424,15,6,705689.0,10,49.95,49.95,499.5,1,49.95,49.95,49.95,?,?,?,300,614,5,1,46,2,161,n
3157,1284,2545,10,5,476944.0,17,7.0,24.99,261.84,2,14.99,19.99,34.98,?,?,?,8500,491,41,12,31,2,79,n
3158,12840,26425,15,6,2535242.0,69,7.0,137.69,821.29,8,9.99,29.99,129.94,5,1,2,4000,566,133,25,35,1,6,y
3159,12841,26429,15,6,2707208.0,2,29.99,29.99,29.99,1,29.99,29.99,29.99,?,?,?,600,538,26,4,25,2,88,n
3160,12842,26432,15,6,1853146.0,14,249.99,349.99,1899.94,1,249.99,249.99,249.99,1,1,?,300,70,79,1,42,1,88,n
3161,12843,26433,15,6,11416407.0,62,8.39,49.99,1174.41,20,8.39,49.99,357.01,?,1,2,600,431,61,6,51,2,69,y
3162,12844,26434,15,6,746618.0,8,17.99,39.99,137.95,4,17.99,39.99,97.96,?,1,2,2900,70,252,1,43,2,393,y
3163,12845,26436,15,6,1435046.0,38,9.99,59.99,961.54,11,9.99,59.99,242.85,5,1,2,1600,535,337,18,61,2,4,y
3164,12846,26441,15,6,744663.0,10,27.99,44.99,168.95,2,27.99,33.99,61.98,?,1,2,600,566,48,1,29,1,252,y
3165,12847,26444,15,6,461472.0,8,24.99,49.99,174.94,1,24.99,24.99,24.99,5,1,2,800,552,6,1,42,2,52,y
3166,12848,26447,15,6,978286.0,19,9.99,29.99,364.83,4,14.99,29.99,99.96,?,1,2,800,579,19,6,40,2,8,y
3167,12849,26448,15,6,2887503.0,71,4.9,39.99,1288.01,8,7.9,39.99,173.47,1,1,?,300,424,5,1,28,2,8,n
3168,1285,2546,10,5,14333302.0,119,14.99,49.99,1035.47,11,14.99,49.99,255.89,?,1,2,600,424,46,9,24,2,43,y
3169,12850,28234,17,6,582892.0,17,9.99,39.99,299.75,17,9.99,39.99,299.75,?,1,2,3000,547,189,6,53,2,42,y
3170,12851,26451,15,6,731.14,23,49.99,59.99,1209.77,6,49.99,59.99,319.94,?,1,2,800,528,166,11,38,2,47,y
3171,12852,26454,15,6,899904.0,28,3.99,44.99,280.79,2,9.99,12.99,22.98,?,?,?,1000,486,177,14,38,1,5,y
3172,12853,26456,15,6,76607.0,4,39.95,49.99,189.92,1,49.99,49.99,49.99,?,?,?,800,70,10,1,34,2,10,n
3173,12854,26458,15,6,170604.0,8,6.99,19.99,127.92,1,19.99,19.99,19.99,?,?,?,1800,596,106,10,42,2,9,n
3174,12855,26459,15,6,2207.69,17,19.95,89.95,994.2,4,19.95,79.95,179.8,?,1,2,600,598,9,6,68,2,225,y
3175,12856,26461,15,6,598269.0,11,99.99,499.99,3659.89,2,99.99,299.99,399.98,2,1,2,4000,544,221,30,59,1,131,n
3176,12857,26463,15,6,445092.0,7,3.99,49.99,139.93,7,3.99,49.99,139.93,5,1,2,2500,70,463,0,60,2,3,y
3177,12858,26464,15,6,161262.0,3,9.99,9.99,29.97,1,9.99,9.99,9.99,5,1,2,10000,567,185,97,48,1,3,y
3178,12859,26465,15,6,1123107.0,20,12.99,59.95,613.44,7,12.99,59.95,194.81,5,1,2,2500,600,224,34,46,2,7,y
3179,1286,2548,10,5,473378.0,3,99.99,99.99,199.98,1,99.99,99.99,99.99,?,1,2,5000,509,352,12,61,2,195,y
3180,12860,26466,15,6,148444.0,12,12.99,65.99,278.92,2,19.99,39.99,59.98,?,?,?,?,?,?,0,18,2,7,n
3181,12861,26467,15,6,502933.0,4,29.99,89.99,199.96,4,29.99,89.99,199.96,5,1,2,600,460,15,12,38,2,4,y
3182,12862,26468,15,6,455866.0,5,12.99,39.99,91.95,1,12.99,12.99,12.99,5,1,2,600,497,223,11,51,1,38,y
3183,12863,26471,15,6,848488.0,25,444.0,1849.99,32585.79,0,?,?,?,5,1,2,0,70,12,2,20,2,377,n
3184,12864,26472,15,6,315937.0,5,12.99,12.99,64.95,2,12.99,12.99,25.98,?,1,2,2300,473,197,10,41,2,23,y
3185,12865,26473,15,6,11178041.0,41,9.9,129.95,2023.05,0,?,?,?,5,1,2,6000,477,167,28,46,1,43,y
3186,12866,26474,15,6,1660047.0,7,79.82,99.99,579.76,1,79.99,79.99,79.99,?,1,2,1400,488,332,4,43,1,182,y
3187,12867,26475,15,6,66036.0,4,14.95,79.99,189.88,2,14.95,79.99,94.94,1,1,2,?,?,?,0,24,1,11,n
3188,12868,26476,15,6,2672.66,6,19.99,29.99,149.94,2,19.99,29.99,49.98,?,1,2,600,559,27,1,62,2,191,y
3189,12869,26477,15,6,740289.0,10,19.99,19.99,39.98,1,19.99,19.99,19.99,?,1,2,1500,475,58,10,38,2,106,y
3190,1287,2552,10,5,1708333.0,30,1.99,12.9,143.68,6,1.99,12.9,46.69,5,1,2,2000,588,439,29,49,2,12,y
3191,12870,26478,15,6,840555.0,14,0.0,59.99,424.92,3,0.0,59.99,59.99,4,1,2,?,?,?,0,29,1,5,n
3192,12871,26482,15,6,453354.0,19,9.99,22.99,305.82,5,9.99,19.99,55.96,?,1,2,600,563,33,2,45,2,118,y
3193,12872,26485,15,6,503066.0,9,17.99,19.99,171.91,3,17.99,19.99,55.97,1,1,2,200,483,106,5,28,2,23,n
3194,12873,26486,15,6,1190303.0,22,349.99,749.99,6129.89,3,349.99,749.99,1849.97,5,1,2,?,?,?,0,19,1,4,y
3195,12874,26487,15,6,622632.0,11,14.99,24.99,219.89,4,14.99,24.99,79.96,?,1,2,1200,497,56,2,63,1,33,y
3196,12875,26488,15,6,1250117.0,15,9.99,159.99,634.85,2,9.99,14.99,24.98,?,1,2,4000,545,167,19,56,1,32,y
3197,12876,26491,15,6,397638.0,9,9.99,14.99,109.91,2,9.99,14.99,24.98,?,1,2,4000,499,209,7,61,1,267,y
3198,12877,41119,12,7,916481.0,9,399.99,602.0,4031.92,3,399.99,399.99,1199.97,?,1,2,5000,70,166,2,41,1,13,y
3199,12878,26494,15,6,1638348.0,49,1.0,29.99,443.86,2,29.99,29.99,59.98,?,1,2,600,614,60,5,53,2,6,y
3200,12879,26496,15,6,44533.0,3,42.99,42.99,128.97,1,42.99,42.99,42.99,?,?,?,3000,552,160,2,33,2,654,n
3201,1288,2553,10,5,321843.0,6,29.99,29.99,89.97,2,29.99,29.99,59.98,?,1,2,300,577,1,1,26,1,53,y
3202,12880,26497,15,6,411127.0,16,5.99,29.99,247.84,5,5.99,29.99,81.95,5,1,2,1400,527,223,11,53,2,8,y
3203,12881,26499,15,6,179124.0,3,12.99,27.99,60.97,3,12.99,27.99,60.97,5,1,2,5500,552,220,28,60,2,4,y
3204,12882,26500,15,6,159737.0,2,329.99,329.99,659.98,1,329.99,329.99,329.99,4,1,2,2100,479,96,23,32,2,65,n
3205,12883,26501,15,6,1390543.0,34,6.99,29.99,512.54,10,9.99,29.99,168.86,?,1,2,1200,548,273,2,48,2,25,y
3206,12884,26502,15,6,145616.0,3,17.95,59.95,137.85,3,17.95,59.95,137.85,1,1,2,4000,578,68,1,52,1,162,n
3207,12885,26503,15,6,664823.0,4,17.95,59.95,197.8,4,17.95,59.95,197.8,?,1,2,600,70,63,1,43,2,342,y
3208,12886,26504,15,6,812072.0,32,9.99,99.99,1008.72,19,14.99,99.99,708.81,1,1,2,1400,538,84,12,31,2,399,n
3209,12887,31621,19,6,298132.0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,1,1,?,9500,549,439,37,58,2,23,n
3210,12888,26506,15,6,3515225.0,55,14.99,397.99,7788.19,0,?,?,?,?,1,2,2900,521,227,21,48,1,68,n
3211,12889,26508,15,6,4864505.0,7,9.99,799.99,4609.93,1,799.99,799.99,799.99,2,1,2,24000,504,125,107,53,1,3,n
3212,1289,2554,10,5,237468.0,8,9.99,69.99,289.92,3,19.99,59.99,104.97,?,1,2,700,400,9,8,36,1,22,y
3213,12890,26509,15,6,11488447.0,90,3.99,189.0,5202.11,8,3.99,179.95,397.88,?,1,2,4000,535,265,8,49,2,39,y
3214,12891,26511,15,6,4032585.0,63,3.99,39.99,578.69,4,9.99,19.99,59.96,4,1,2,500,522,6,5,25,2,21,y
3215,12892,26512,15,6,339648.0,6,149.0,149.0,298.0,1,149.0,149.0,149.0,1,1,?,500,474,3,2,23,2,100,n
3216,12893,26513,15,6,1846701.0,20,24.99,59.95,800.19,2,59.95,59.95,119.9,?,1,2,4000,70,226,1,41,2,281,y
3217,12894,26515,15,6,348.4,8,99.99,399.99,1608.97,1,161.8,161.8,161.8,?,1,2,200,80,180,1,66,1,35,y
3218,12895,26516,15,6,1131637.0,38,4.99,24.99,422.29,5,5.0,19.99,74.96,?,1,2,900,598,29,5,45,2,115,y
3219,12896,26518,15,6,213685.0,4,24.99,24.99,99.96,1,24.99,24.99,24.99,5,1,2,2800,503,192,11,38,2,49,y
3220,12897,26519,15,6,1670872.0,16,14.99,49.99,334.84,2,14.99,19.99,34.98,1,1,2,2400,475,63,19,28,2,39,n
3221,12898,26521,15,6,316892.0,2,899.0,899.0,1798.0,1,899.0,899.0,899.0,?,1,2,1800,500,186,10,53,2,9,y
3222,12899,26524,15,6,513227.0,11,59.99,99.99,679.92,2,79.99,99.99,179.98,?,1,2,600,506,45,10,36,2,17,y
3223,129,4270,11,5,2135187.0,146,3.99,69.99,5047.54,17,3.99,49.99,527.83,?,1,2,3700,540,325,30,45,2,11,y
3224,1290,2557,10,5,4276.0,1,3.0,3.0,3.0,1,3.0,3.0,3.0,1,1,1,1200,481,84,17,37,1,15,n
3225,12900,26525,15,6,233633.0,14,17.0,49.99,540.89,2,17.0,49.99,66.99,?,?,?,2000,471,175,23,40,2,13,n
3226,12901,26526,15,6,462586.0,15,9.99,29.99,289.85,6,9.99,29.99,109.94,5,1,2,3400,524,349,14,55,2,20,y
3227,12902,26527,15,6,28.07,2,3.99,3.99,7.98,1,3.99,3.99,3.99,?,?,?,2500,445,215,43,66,2,4,n
3228,12903,26528,15,6,1214077.0,16,19.99,129.99,788.85,6,19.99,129.99,249.94,?,1,2,900,503,203,5,43,2,64,y
3229,12904,26529,15,6,1551857.0,12,12.0,24.99,168.25,3,12.0,24.99,51.98,?,1,2,600,568,87,11,65,1,52,y
3230,12905,26530,15,6,1254699.0,50,7.99,49.99,961.61,6,7.99,49.99,137.94,?,1,2,600,70,23,0,25,2,446,y
3231,12906,26532,15,6,1173.51,9,3.99,39.99,197.73,3,3.99,39.99,56.88,?,1,2,3100,519,292,15,50,2,43,y
3232,12907,42828,13,7,164462.0,3,24.99,24.99,49.98,1,24.99,24.99,24.99,5,1,2,5000,510,42,90,43,2,5,y
3233,12908,26534,15,6,337322.0,11,12.99,29.99,218.89,4,12.99,29.99,82.96,?,1,2,1600,510,18,2,44,2,45,y
3234,12909,26535,15,6,1529088.0,43,24.99,2399.0,13655.66,11,59.99,999.0,2802.91,5,1,2,?,?,?,0,29,1,5,y
3235,1291,37423,8,7,2321731.0,183,7.99,299.0,10947.53,3,24.99,39.99,93.98,?,1,2,1300,492,113,17,46,2,12,y
3236,12910,26537,15,6,3764704.0,45,9.99,79.99,1218.45,4,9.99,34.99,69.47,?,1,2,4000,516,46,16,30,2,40,y
3237,12911,26538,15,6,411.17,7,3.99,24.99,95.89,7,3.99,24.99,95.89,?,1,2,300,547,7,3,55,2,71,y
3238,12912,37436,8,7,1414217.0,84,1.0,20.0,290.93,10,1.0,20.0,65.99,?,?,?,6000,484,116,71,32,2,5,n
3239,12913,26542,15,6,3017095.0,83,4.95,39.9,1392.86,15,8.99,34.99,258.85,?,1,2,600,583,38,2,39,2,27,y
3240,12914,26543,15,6,836453.0,7,8.99,22.99,106.93,4,9.99,22.99,70.96,?,1,2,4000,597,220,8,47,2,108,y
3241,12915,26546,15,6,570178.0,5,28.99,99.99,318.95,1,54.99,54.99,54.99,1,1,2,300,441,0,0,20,1,30,n
3242,12916,26547,15,6,239637.0,3,19.99,19.99,59.97,1,19.99,19.99,19.99,?,1,2,2300,489,98,11,41,1,155,y
3243,12917,26548,15,6,2159344.0,13,3.99,39.99,237.87,4,3.99,39.99,70.96,1,1,2,2300,500,135,11,63,1,6,y
3244,12918,26551,15,6,587499.0,11,8.39,24.99,110.1,2,8.39,9.99,18.38,?,?,?,0,286,13,0,31,2,6,n
3245,12919,26553,15,6,2974674.0,62,3.5,949.99,2080.36,12,3.5,39.95,166.19,?,1,2,1400,538,67,5,28,2,27,y
3246,1292,2561,10,5,251814.0,14,12.99,29.99,185.87,3,12.99,12.99,38.97,?,1,2,4000,546,183,15,47,2,34,y
3247,12920,26554,15,6,1236974.0,16,8.99,32.99,255.87,4,9.99,32.99,100.96,5,1,2,3700,510,77,11,40,1,4,y
3248,12921,26555,15,6,277345.0,2,199.99,199.99,399.98,1,199.99,199.99,199.99,?,1,2,300,614,103,10,58,2,67,y
3249,12922,26557,15,6,1368041.0,14,3.99,29.99,237.86,4,3.99,29.99,53.96,5,1,2,300,569,4,3,28,2,116,y
3250,12923,26558,15,6,2194008.0,62,7.0,199.99,1487.42,20,7.99,199.99,504.82,5,1,2,2000,542,223,27,48,1,48,y
3251,12924,26560,15,6,1260877.0,24,9.0,49.99,528.63,6,12.99,49.99,162.9,5,1,2,300,473,78,0,41,2,574,y
3252,12925,26561,15,6,324019.0,5,3.99,9.99,43.95,5,3.99,9.99,43.95,5,1,2,2900,516,195,19,50,1,27,y
3253,12926,26562,15,6,4209.39,81,4.99,29.99,659.53,2,4.99,9.99,14.98,?,?,?,800,390,5,7,28,2,9,n
3254,12927,26563,15,6,1733303.0,26,379.0,2299.0,26068.98,1,1199.0,1199.0,1199.0,5,1,2,500,411,2,0,38,2,71,y
3255,12928,26564,15,6,465888.0,5,12.49,24.9,88.36,5,12.49,24.9,88.36,?,1,2,1400,518,433,2,61,2,313,y
3256,12929,26565,15,6,1257871.0,4,29.99,29.99,119.96,2,29.99,29.99,59.98,1,1,2,1300,514,75,18,35,2,16,n
3257,1293,2563,10,5,1664083.0,43,5.0,35.99,777.64,7,5.0,35.99,126.94,3,1,2,600,453,132,12,43,2,37,n
3258,12930,26569,15,6,1800603.0,12,19.99,219.0,1560.99,1,179.0,179.0,179.0,5,1,2,?,?,?,0,33,1,4,n
3259,12931,26570,15,6,682298.0,11,9.99,12.99,133.89,2,9.99,12.99,22.98,?,1,2,1200,508,93,5,42,2,34,y
3260,12932,26571,15,6,1128032.0,12,9.99,44.4,288.29,2,19.99,22.99,42.98,?,1,2,4000,570,71,18,35,2,20,y
3261,12933,26574,15,6,703071.0,7,49.99,49.99,349.93,3,49.99,49.99,149.97,?,1,2,2000,529,219,5,40,2,41,y
3262,12934,26575,15,6,787974.0,17,3.99,49.99,362.83,6,3.99,29.99,108.94,?,1,2,3600,517,220,19,51,2,38,y
3263,12935,26576,15,6,1643612.0,6,309.99,699.0,2697.96,2,329.99,699.0,1028.99,5,1,2,300,382,11,10,41,2,55,y
3264,12936,26582,15,6,2939244.0,41,7.99,44.99,862.44,6,9.99,29.99,112.94,4,1,2,1400,520,41,8,35,1,6,n
3265,12937,26583,15,6,333988.0,7,12.95,12.95,51.8,1,12.95,12.95,12.95,1,1,2,600,70,62,0,29,2,468,n
3266,12938,26585,15,6,753088.0,31,9.99,17.95,273.63,9,9.99,17.95,97.87,5,1,2,1000,520,85,2,40,2,64,y
3267,12939,26587,15,6,1467.87,22,24.99,99.99,482.91,2,24.99,29.99,54.98,?,1,2,1400,564,77,3,31,2,4,y
3268,1294,2565,10,5,1008032.0,3,19.99,45.99,95.97,3,19.99,45.99,95.97,1,1,2,4000,538,233,15,51,2,65,n
3269,12940,26590,15,6,2743764.0,20,9.99,999.99,1941.22,2,9.99,12.99,22.98,3,1,2,3100,538,382,12,69,1,6,n
3270,12941,26592,15,6,451343.0,16,8.99,24.99,178.87,2,8.99,8.99,17.98,5,1,2,800,481,241,2,56,2,56,y
3271,12942,26594,15,6,4730244.0,25,24.99,179.99,859.76,4,24.99,34.99,119.96,?,1,2,1600,507,267,8,58,2,27,y
3272,12943,26595,15,6,1206572.0,3,79.99,79.99,239.97,1,79.99,79.99,79.99,?,1,2,500,456,5,7,37,2,10,y
3273,12944,26596,15,6,1051.15,15,3.99,79.99,301.86,3,12.99,79.99,105.97,?,1,2,600,70,73,0,41,2,431,y
3274,12945,26597,15,6,1867725.0,43,3.99,999.0,6658.64,5,4.99,19.99,49.95,5,1,2,8200,511,206,48,39,2,7,y
3275,12946,26598,15,6,1311324.0,27,9.99,49.99,767.73,6,19.99,49.99,169.94,?,1,2,800,409,1,1,40,2,54,y
3276,12947,26599,15,6,935377.0,47,29.0,149.95,1430.52,4,29.0,29.99,118.97,?,1,2,2100,512,183,17,46,2,32,y
3277,12948,26600,15,6,852416.0,19,3.99,49.99,482.81,19,3.99,49.99,482.81,?,1,2,1800,577,221,17,46,1,70,y
3278,12949,26602,15,6,6086.74,94,3.99,39.99,1352.09,9,3.99,24.99,111.91,?,1,2,600,558,19,1,33,2,170,y
3279,1295,26712,16,6,629245.0,27,9.99,79.99,976.75,1,27.99,27.99,27.99,?,1,2,300,437,194,8,46,2,3,y
3280,12950,26604,15,6,10932.0,3,39.99,39.99,119.97,1,39.99,39.99,39.99,?,?,?,1000,499,98,14,35,2,7,n
3281,12951,26605,15,6,794.99,32,19.99,139.95,1269.64,6,19.99,69.99,229.94,?,1,2,1800,551,208,9,49,2,75,y
3282,12952,26607,15,6,624764.0,2,29.99,29.99,59.98,1,29.99,29.99,29.99,5,1,2,8000,489,23,16,22,2,50,y
3283,12953,26614,15,6,386943.0,10,14.99,14.99,149.9,4,14.99,14.99,59.96,?,1,2,700,70,78,0,53,2,589,y
3284,12954,26615,15,6,5595173.0,108,3.0,140.0,2478.38,6,12.99,79.95,193.87,?,?,?,1300,536,132,22,28,2,26,n
3285,12955,26617,15,6,913266.0,16,9.99,29.99,317.84,16,9.99,29.99,317.84,5,1,2,4000,506,231,6,51,2,30,y
3286,12956,26623,15,6,1649143.0,18,18.99,36.99,325.87,1,29.99,29.99,29.99,?,1,2,800,520,17,1,26,2,540,y
3287,12957,26627,15,6,107788.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,?,1,2,5000,581,355,3,73,2,231,y
3288,12958,26631,15,6,65641.0,3,24.99,24.99,49.98,1,24.99,24.99,24.99,?,?,?,900,520,339,16,50,2,20,n
3289,12959,26635,15,6,503209.0,7,9.99,89.99,409.93,3,9.99,89.99,169.97,5,1,2,4000,508,122,19,51,1,67,y
3290,1296,14843,20,5,1995881.0,62,6.99,49.99,840.9,7,6.99,14.99,67.94,?,1,2,600,512,38,10,40,2,37,y
3291,12960,26637,15,6,1421294.0,24,5.99,599.0,2244.79,6,5.99,599.0,649.95,5,1,2,600,448,106,14,62,1,4,y
3292,12961,47819,17,7,520617.0,3,3.99,59.99,67.97,1,3.99,3.99,3.99,?,?,?,300,462,158,22,40,2,25,n
3293,12962,26639,15,6,663701.0,21,19.99,269.99,1444.8,5,19.99,269.99,349.95,?,1,2,1700,478,56,7,36,2,97,y
3294,12963,26641,15,6,128468.0,12,24.99,24.99,299.88,1,24.99,24.99,24.99,?,?,?,300,609,3,5,55,2,30,n
3295,12964,26645,16,6,1275306.0,22,3.99,29.99,411.79,11,3.99,29.99,207.89,5,1,2,2500,577,208,18,44,1,23,y
3296,12965,48919,17,7,84087.0,3,19.99,49.99,89.97,3,19.99,49.99,89.97,5,1,2,5300,561,414,71,59,2,5,y
3297,12966,26647,16,6,1926264.0,54,3.99,49.99,866.48,6,3.99,22.99,80.94,?,1,2,600,606,58,7,45,2,66,y
3298,12967,26648,16,6,33949.0,3,14.99,14.99,29.98,1,14.99,14.99,14.99,?,?,?,300,420,0,0,25,2,32,n
3299,12968,26649,16,6,307335.0,3,333.0,333.0,999.0,1,333.0,333.0,333.0,1,1,2,300,546,2,2,28,2,85,n
3300,12969,26650,16,6,18036792.0,34,11.99,79.99,1208.64,4,29.99,34.99,129.96,?,1,2,600,555,30,3,43,2,216,y
3301,1297,2574,10,5,2656.67,43,8.99,49.99,629.38,3,9.95,49.99,69.89,5,1,2,2900,508,123,28,38,2,68,y
3302,12970,26652,16,6,1741631.0,11,3.99,29.99,158.89,7,3.99,29.99,102.93,5,1,2,8500,571,392,30,70,2,24,y
3303,12971,28156,17,6,184472.0,4,39.99,39.99,159.96,1,39.99,39.99,39.99,1,1,?,1200,511,65,11,36,2,69,n
3304,12972,26654,16,6,4171129.0,54,149.99,699.0,25045.6,1,349.99,349.99,349.99,5,1,2,2500,460,213,13,52,2,8,y
3305,12973,26658,16,6,3435944.0,46,12.99,49.99,817.69,12,12.99,49.99,301.38,?,1,2,800,394,23,1,27,2,15,y
3306,12974,26659,16,6,184825.0,5,349.0,399.99,1947.97,1,399.99,399.99,399.99,?,?,?,300,448,1,2,43,2,5,n
3307,12975,26660,16,6,2518.3,63,7.0,199.0,3675.8,7,7.0,49.99,231.94,?,1,2,1700,518,167,6,40,2,10,y
3308,12976,26662,16,6,372429.0,7,8.99,14.99,71.94,3,8.99,14.99,38.97,5,1,2,3000,530,92,24,37,2,8,y
3309,12977,26663,16,6,2367298.0,47,3.0,79.99,668.81,7,3.0,79.99,202.94,5,1,2,800,452,220,11,53,2,37,y
3310,12978,26666,16,6,1035.24,10,14.99,24.99,219.9,2,24.99,24.99,49.98,?,1,2,1600,560,79,10,47,2,42,y
3311,12979,26670,16,6,95844.0,4,22.99,29.99,105.96,4,22.99,29.99,105.96,5,1,2,3000,556,222,24,50,2,13,y
3312,1298,2577,10,5,650814.0,10,5.99,24.99,154.92,4,22.99,24.99,95.96,5,1,2,2500,509,318,9,49,2,11,y
3313,12980,26674,16,6,185952.0,4,3.99,9.99,22.96,4,3.99,9.99,22.96,?,1,2,1400,543,311,4,62,2,268,y
3314,12981,26675,16,6,95527.0,4,19.99,49.99,89.97,1,19.99,19.99,19.99,1,1,2,?,?,?,0,22,2,21,n
3315,12982,26677,16,6,5685676.0,37,7.0,39.99,846.7,6,19.99,39.99,170.94,5,1,2,3600,513,82,13,49,1,47,y
3316,12983,26679,16,6,1192651.0,42,6.99,89.99,679.66,2,9.99,89.99,99.98,1,1,2,4000,516,222,2,43,2,35,n
3317,12984,26681,16,6,5071.14,36,7.99,29.99,558.66,5,7.99,19.99,73.95,5,0,2,900,511,135,10,32,2,26,y
3318,12985,26682,16,6,685458.0,18,24.99,119.95,1096.6,3,29.99,119.95,229.93,?,1,2,1400,534,54,11,45,2,69,y
3319,12986,26684,16,6,442129.0,4,149.0,219.0,806.0,1,219.0,219.0,219.0,4,1,2,0,292,9,0,44,1,301,n
3320,12987,26690,16,6,1722072.0,10,399.99,399.99,2399.94,1,399.99,399.99,399.99,5,1,2,3000,592,343,6,51,1,13,y
3321,12988,32983,20,6,176403.0,2,8.39,8.39,16.78,2,8.39,8.39,16.78,4,1,2,4000,567,66,6,27,2,5,n
3322,12989,26694,16,6,901602.0,9,3.99,19.99,119.92,8,3.99,19.99,119.92,?,1,2,600,80,57,1,54,2,31,y
3323,1299,2578,10,5,394863.0,1,19.99,19.99,19.99,1,19.99,19.99,19.99,?,1,2,4000,80,139,6,75,2,39,n
3324,12990,26695,16,6,1046058.0,25,7.99,44.99,333.83,5,8.99,29.99,94.95,5,1,2,?,?,?,0,34,2,15,y
3325,12991,26696,16,6,1166282.0,16,9.99,24.99,334.84,9,9.99,24.99,159.91,5,1,2,2700,483,39,49,31,2,41,y
3326,12992,26697,16,6,181001.0,5,3.99,59.99,107.95,5,3.99,59.99,107.95,?,1,2,300,531,7,2,52,2,220,y
3327,12993,26698,16,6,1966475.0,31,3.99,39.99,405.51,5,4.99,29.99,53.95,5,1,2,2600,514,41,14,27,2,6,y
3328,12994,26701,16,6,132831.0,2,269.99,269.99,539.98,1,269.99,269.99,269.99,?,1,2,300,474,173,10,42,2,391,y
3329,12995,26702,16,6,4905427.0,87,9.99,179.95,3527.8,5,17.99,39.99,117.95,?,1,2,300,573,2,3,45,2,43,y
3330,12996,27300,16,6,1680783.0,25,3.0,59.95,1005.88,6,19.99,59.95,299.69,2,1,2,600,80,179,0,62,1,48,n
3331,12997,26704,16,6,3295526.0,15,7.99,499.99,851.85,4,7.99,8.99,33.96,?,1,2,600,80,209,2,38,2,55,y
3332,12998,26707,16,6,818925.0,21,3.0,7.0,133.0,3,7.0,7.0,21.0,?,1,2,2900,506,216,10,43,2,69,y
3333,12999,26708,16,6,680429.0,18,19.99,49.99,429.89,3,19.99,44.99,109.97,5,1,2,16000,521,99,87,58,2,4,y
3334,13,24,6,5,8484409.0,44,4.99,19.99,205.6,5,6.0,12.99,40.93,?,1,2,1400,476,79,15,38,2,37,y
3335,130,308,7,5,62852.0,2,999.99,999.99,1999.98,1,999.99,999.99,999.99,5,1,2,500,523,2,0,30,1,38,y
3336,1300,2579,10,5,5479746.0,83,3.0,99.99,587.79,4,5.0,9.99,29.98,?,1,2,600,578,228,5,46,1,60,n
