,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,bStep_count,countLog,modes,diffCounts,durCount,order
4507,4508,11,5,1049858.0,8,549.99,549.99,2199.96,2,549.99,549.99,1099.98,1,1,-1,2500,531,274,5,50,2,33,0,7,1,6,131232.25,0
4512,4513,11,5,1014.1,4,7.99,34.99,85.96,2,7.99,34.99,42.98,5,1,2,400,489,84,11,26,2,151,5,10,2,2,253.525,1
4520,4521,11,5,864.75,9,19.32,38.64,210.03,2,19.32,37.81,57.13,1,1,-1,800,557,38,2,31,2,133,1,7,1,7,96.08333333333333,0
4524,4525,11,5,814177.0,10,139.99,269.99,2489.9,1,269.99,269.99,269.99,4,1,2,0,445,23,11,28,1,421,2,3,3,9,81417.7,0
4525,4526,11,5,952921.0,9,24.99,89.99,423.74,1,79.99,79.99,79.99,1,1,2,2500,537,362,3,63,1,12,0,2,1,8,105880.11111111111,0
4529,4530,11,5,739775.0,10,379.0,699.0,5650.0,1,599.0,599.0,599.0,4,1,2,300,470,58,0,20,1,34,4,9,2,9,73977.5,0
4535,4536,11,5,449936.0,9,7.5,59.99,347.42,2,29.99,59.99,89.98,1,1,2,1200,504,9,52,37,1,10,0,5,1,7,49992.88888888889,0
4549,4550,11,5,1165.64,47,7.0,69.95,1313.55,2,7.99,34.99,42.98,4,1,2,500,577,6,10,43,2,68,4,8,4,45,24.80085106382979,0
4558,4559,11,5,1488913.0,8,399.99,749.99,3799.92,1,399.99,399.99,399.99,1,1,2,300,70,121,2,65,1,460,0,2,1,7,186114.125,0
4559,4560,11,5,328507.0,4,74.0,74.0,222.0,2,74.0,74.0,74.0,5,1,2,3000,509,208,21,42,2,13,6,10,3,2,82126.75,1
4561,4562,11,5,605743.0,16,49.95,74.95,474.65,2,49.95,74.95,124.9,1,1,2,21000,514,165,161,53,2,10,4,11,2,14,37858.9375,0
4562,4563,11,5,4243709.0,11,279.99,279.99,1679.94,2,279.99,279.99,559.98,1,1,2,1300,563,255,6,39,2,15,1,7,1,9,385791.7272727273,0
4565,4566,11,5,2197196.0,15,6.99,39.99,350.85,6,6.99,39.99,128.94,1,1,-1,8500,534,103,27,42,2,18,15,30,1,9,146479.73333333334,0
4568,4569,11,5,8595219.0,70,9.06,69.95,2457.32,8,9.99,59.99,304.88,1,1,2,1100,504,17,19,32,2,130,0,18,1,62,122788.84285714285,0
4569,4570,11,5,1640017.0,29,8.99,60.0,384.84,2,19.99,19.99,39.98,1,1,-1,2800,575,156,18,40,2,30,0,4,1,27,56552.31034482759,0
4586,4587,11,5,132885.0,3,29.99,29.99,59.98,1,29.99,29.99,29.99,5,1,2,1000,553,9,17,36,2,19,4,6,3,2,44295.0,1
4587,4588,11,5,68434.0,2,6.0,6.0,12.0,2,6.0,6.0,12.0,1,1,-1,1000,614,117,11,60,2,17,0,4,1,0,34217.0,0
4591,4592,11,5,403286.0,7,54.99,54.99,219.96,1,54.99,54.99,54.99,5,1,2,9000,536,191,91,64,2,19,3,4,3,6,57612.28571428572,1
4594,4595,11,5,280713.0,4,19.99,19.99,79.96,1,19.99,19.99,19.99,5,1,2,2400,520,324,14,50,2,11,3,5,1,3,70178.25,1
4597,4598,11,5,888391.0,14,12.99,12.99,129.9,1,12.99,12.99,12.99,5,1,2,1000,510,96,8,36,1,69,12,15,3,13,63456.5,1
4598,4599,11,5,2175293.0,21,0.99,279.99,2790.8,3,99.99,209.99,449.97,1,1,2,4000,555,147,14,47,2,13,0,8,1,18,103585.38095238095,0
4605,4606,11,5,314.41,4,29.99,29.99,119.96,2,29.99,29.99,59.98,5,1,2,6000,501,103,18,32,2,20,5,8,4,2,78.6025,1
4608,4609,11,5,670743.0,13,8.99,19.99,169.88,6,11.99,19.99,97.94,5,1,2,2500,536,271,14,52,2,13,6,19,1,7,51595.61538461538,1
4609,4610,11,5,3007664.0,54,9.99,139.99,1825.28,1,29.99,29.99,29.99,1,1,2,600,458,44,0,22,2,28,0,11,2,53,55697.48148148148,0
4613,4614,11,5,274868.0,4,399.99,399.99,799.98,1,399.99,399.99,399.99,5,1,2,2600,507,67,11,53,1,197,5,7,3,3,68717.0,1
4618,4619,11,5,109013.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5,1,2,1500,525,203,14,55,2,26,3,5,2,0,109013.0,1
4620,4621,11,5,1215599.0,6,4.99,39.99,94.95,2,4.99,39.99,44.98,2,1,2,600,558,48,7,51,2,42,0,20,2,4,202599.83333333334,0
4622,4623,11,5,882447.0,13,29.99,39.99,269.92,2,29.99,39.99,69.98,5,1,2,2100,577,166,43,43,1,48,5,9,4,11,67880.53846153847,1
4623,4624,11,5,446669.0,2,99.99,99.99,199.98,1,99.99,99.99,99.99,3,1,2,800,475,242,11,68,1,29,8,10,3,1,223334.5,0
4630,4631,11,5,61582.0,2,59.99,59.99,119.98,1,59.99,59.99,59.99,1,1,2,5000,423,1,0,45,1,13,4,6,4,1,30791.0,0
4631,4632,11,5,98.62,3,9.99,14.99,39.97,1,14.99,14.99,14.99,2,1,2,2000,436,360,14,65,1,53,0,2,2,2,32.873333333333335,0
4659,4660,11,5,14987333.0,9,9.99,14.99,104.91,7,9.99,14.99,79.93,5,1,2,4000,524,164,18,38,1,41,9,24,1,2,1665259.2222222222,1
4662,4663,11,5,166328.0,2,29.99,29.99,59.98,2,29.99,29.99,59.98,5,1,2,2100,501,127,16,42,2,11,3,8,2,0,83164.0,1
4669,4670,11,5,96034.0,1,11.99,11.99,11.99,1,11.99,11.99,11.99,1,1,-1,4500,571,304,3,77,2,84,0,2,1,0,96034.0,0
4678,4679,12,5,894109.0,33,3.0,39.99,140.99,4,3.0,39.99,49.99,5,1,2,300,435,71,14,42,2,22,3,13,1,29,27094.21212121212,1
4682,4683,12,5,604867.0,23,20.0,79.99,1084.83,2,49.99,64.99,114.98,1,1,2,1500,484,409,13,50,1,35,5,13,1,21,26298.565217391304,0
4697,4698,12,5,476722.0,6,14.99,14.99,89.94,2,14.99,14.99,29.98,4,1,2,600,70,14,3,38,2,264,2,9,2,4,79453.66666666667,0
4699,4700,12,5,638102.0,8,29.99,59.99,429.88,1,59.99,59.99,59.99,2,1,2,4000,547,75,13,55,2,55,0,2,2,7,79762.75,0
4706,4707,12,5,2149763.0,9,29.99,69.99,369.92,2,29.99,49.99,79.98,5,1,2,1400,552,328,4,67,1,38,8,12,3,7,238862.55555555556,1
4712,4713,12,5,172034.0,3,14.99,14.99,29.98,1,14.99,14.99,14.99,5,1,2,2500,458,27,53,32,1,10,4,6,4,2,57344.666666666664,1
4718,4719,12,5,204911.0,5,49.95,49.95,249.75,2,49.95,49.95,99.9,4,1,2,600,487,13,17,40,1,12,7,10,4,3,40982.2,0
4720,4721,12,5,194157.0,2,23.99,23.99,47.98,1,23.99,23.99,23.99,1,1,2,1400,521,121,14,43,2,67,0,2,1,1,97078.5,0
4723,4724,12,5,8180.73,136,1.0,60.0,1472.74,2,3.0,7.0,10.0,5,1,2,200,406,132,5,32,2,31,7,11,3,134,60.15242647058823,1
4732,4733,12,5,1253936.0,12,12.99,100.83,419.58,5,12.99,100.83,209.79,5,1,2,200,456,114,1,55,2,29,16,26,4,7,104494.66666666667,1
4740,4741,12,5,2233978.0,32,14.99,469.99,8014.68,2,19.99,279.99,299.98,1,1,-1,200,394,45,8,22,1,12,0,5,1,30,69811.8125,0
4742,4743,12,5,611043.0,10,5.99,34.99,242.9,4,5.99,34.99,83.96,1,1,-1,0,543,220,45,47,2,21,7,17,1,6,61104.3,1
4751,4752,12,5,399973.0,7,7.99,12.99,46.96,1,12.99,12.99,12.99,5,1,2,2500,476,11,35,28,1,11,3,5,2,6,57139.0,1
4755,4756,12,5,38304.0,5,24.99,24.99,124.95,1,24.99,24.99,24.99,2,1,2,600,543,51,2,24,2,102,0,2,2,4,7660.8,0
4760,4761,12,5,207899.0,3,69.99,99.99,269.97,1,99.99,99.99,99.99,1,1,-1,5000,503,324,12,61,1,21,0,3,1,2,69299.66666666667,0
4763,4764,12,5,82399.0,2,129.99,129.99,259.98,1,129.99,129.99,129.99,1,1,-1,500,454,79,27,40,1,35,0,6,1,1,41199.5,0
4779,4780,12,5,2371314.0,31,7.0,19.99,463.72,2,14.99,19.99,34.98,5,1,2,900,524,28,7,53,2,66,4,10,2,29,76494.0,1
4790,4791,12,5,434203.0,3,9.99,19.99,42.97,3,9.99,19.99,42.97,5,1,2,2500,493,220,27,70,2,14,3,11,1,0,144734.33333333334,1
4800,4801,12,5,1193147.0,8,749.99,799.99,3149.96,1,799.99,799.99,799.99,4,1,2,1400,540,25,15,33,2,142,8,14,4,7,149143.375,0
4801,4802,12,5,537757.0,13,1.0,12.99,57.98,1,1.0,1.0,1.0,1,1,2,2500,588,396,8,67,2,85,0,2,1,12,41365.92307692308,0
4812,4813,12,5,82326.0,2,799.99,799.99,1599.98,1,799.99,799.99,799.99,1,1,2,300,453,84,5,55,2,24,4,7,1,1,41163.0,0
4813,4814,12,5,1481796.0,4,17.99,19.99,77.96,4,17.99,19.99,77.96,2,1,2,1500,552,72,15,52,2,11,0,12,2,0,370449.0,0
4826,4827,12,5,5320081.0,49,449.99,899.99,27347.65,8,499.0,799.99,5798.93,5,1,2,600,469,160,3,33,2,37,45,86,4,41,108573.08163265306,1
4831,4832,12,5,6853298.0,3,549.99,798.99,1898.97,1,549.99,549.99,549.99,5,1,2,2500,477,233,12,55,2,198,3,7,1,2,2284432.6666666665,1
4840,4841,12,5,5980537.0,37,3.99,449.99,2809.72,1,17.99,17.99,17.99,1,1,2,300,586,5,3,34,2,73,0,2,1,36,161636.13513513515,0
4841,4842,12,5,1117663.0,10,39.99,99.99,788.91,4,39.99,99.99,249.96,5,1,2,300,464,6,53,20,2,10,13,20,3,6,111766.3,1
4850,4851,12,5,1210389.0,34,4.99,29.99,399.71,1,4.99,4.99,4.99,5,1,2,3600,526,179,24,48,2,31,11,14,4,33,35599.67647058824,1
4863,4864,12,5,1373926.0,3,299.99,349.99,999.97,1,349.99,349.99,349.99,5,1,2,300,559,223,5,48,2,162,14,18,3,2,457975.3333333333,0
4871,4872,12,5,462451.0,4,699.0,699.0,2796.0,1,699.0,699.0,699.0,5,1,2,300,393,1,1,26,2,52,3,5,2,3,115612.75,1
4880,4881,12,5,106375.0,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,1,2,2500,529,203,13,50,2,12,4,8,1,0,106375.0,1
4881,4882,12,5,4964393.0,68,19.99,199.99,4822.93,6,19.99,149.99,374.86,5,1,2,800,383,2,1,31,1,72,4,18,1,62,73005.7794117647,1
4884,4885,12,5,231417.0,9,18.0,21.0,137.0,1,18.0,18.0,18.0,5,1,2,8800,471,227,12,45,2,12,3,6,1,8,25713.0,1
4886,4887,12,5,198923.0,3,71.99,99.99,271.97,1,99.99,99.99,99.99,1,1,-1,2000,510,18,39,22,1,12,3,7,1,2,66307.66666666667,0
4898,4899,12,5,106043.0,3,9.99,9.99,29.97,2,9.99,9.99,19.98,1,1,-1,5000,489,262,18,60,1,11,1,6,1,1,35347.666666666664,0
4902,4903,12,5,1078269.0,7,39.95,39.95,79.9,1,39.95,39.95,39.95,4,1,2,100,70,25,0,49,1,461,2,5,2,6,154038.42857142858,0
4904,4905,12,5,2226299.0,11,19.99,139.99,619.91,4,19.99,139.99,239.96,1,1,2,1700,524,53,11,37,2,174,5,16,2,7,202390.81818181818,0
4905,4906,12,5,4120311.0,9,3.99,59.99,205.91,8,3.99,59.99,201.92,5,1,2,5000,538,430,14,76,2,22,20,34,3,1,457812.3333333333,1
4906,4907,12,5,1103805.0,12,3.99,20.0,66.93,3,3.99,5.99,15.97,1,1,2,1600,518,49,145,45,2,10,0,7,1,9,91983.75,0
4920,4921,12,5,155036.0,2,2099.0,2099.0,4198.0,1,2099.0,2099.0,2099.0,1,1,2,600,435,16,10,54,2,471,0,3,1,1,77518.0,0
4922,4923,12,5,963453.0,10,19.99,27.99,151.94,3,19.99,27.99,75.97,5,1,2,1300,567,29,60,22,2,12,6,13,1,7,96345.3,1
4935,4936,12,5,2561161.0,45,6.99,54.99,464.76,4,6.99,29.99,50.96,5,1,2,8500,490,76,14,44,2,28,9,21,1,41,56914.688888888886,1
4942,4943,12,5,3187517.0,27,399.95,1449.9,17659.29,1,599.99,599.99,599.99,1,1,2,300,539,1,1,41,2,48,0,2,1,26,118056.18518518518,0
4949,4950,12,5,755587.0,7,99.99,449.99,1849.93,2,99.99,299.99,399.98,4,1,2,4000,493,220,23,48,1,41,12,15,3,5,107941.0,0
4975,4976,12,5,709508.0,31,4.0,149.99,492.79,2,9.99,149.99,159.98,4,1,2,1700,561,105,25,45,1,14,7,16,4,29,22887.354838709678,0
4994,4995,12,5,1140244.0,20,17.99,1049.99,2353.88,3,17.99,299.99,357.97,5,1,2,500,317,16,2,30,2,95,6,14,1,17,57012.2,1
5004,5005,12,5,622389.0,22,19.99,49.95,879.18,4,49.95,49.95,199.8,4,1,2,600,487,13,17,40,1,12,9,19,4,18,28290.409090909092,0
5007,5008,12,5,373179.0,25,3.99,249.99,1125.75,1,3.99,3.99,3.99,5,1,2,4000,542,100,13,43,2,14,3,5,1,24,14927.16,1
5017,5018,12,5,1034134.0,5,59.99,69.99,329.95,1,69.99,69.99,69.99,5,1,2,4700,518,366,22,60,2,25,3,6,1,4,206826.8,1
5029,5030,12,5,52578.0,2,9.99,19.99,29.98,2,9.99,19.99,29.98,5,1,2,5000,550,52,19,54,1,16,3,7,1,0,26289.0,1
5043,5044,12,5,1709308.0,8,19.99,499.99,889.95,1,19.99,19.99,19.99,1,1,2,4000,540,167,15,47,1,60,6,8,3,7,213663.5,0
5050,5051,12,5,1381281.0,21,4.99,309.99,2137.87,4,4.99,299.99,448.97,1,1,2,3000,548,157,4,42,1,100,0,10,1,17,65775.28571428571,0
5063,5064,12,5,950447.0,21,11.95,129.0,2264.46,1,119.95,119.95,119.95,1,1,2,3000,585,320,7,48,2,141,1,3,1,20,45259.380952380954,0
5064,5065,12,5,1674361.0,23,3.0,19.99,269.87,3,12.99,19.99,52.97,5,1,2,5000,539,56,28,38,2,11,3,12,1,20,72798.30434782608,1
5067,5068,12,5,8567004.0,6,89.99,109.99,599.94,1,99.99,99.99,99.99,1,1,2,4000,547,72,27,45,1,15,1,3,1,5,1427834.0,0
5076,5077,12,5,13230892.0,16,4.99,139.99,944.86,3,4.99,139.99,174.97,4,1,2,5000,526,63,103,65,1,10,11,20,4,13,826930.75,0
5089,5090,12,5,1177156.0,23,8.49,35.0,388.41,4,9.99,35.0,77.99,4,1,2,300,460,1,1,54,2,35,7,15,4,19,51180.69565217391,0
5094,5095,12,5,3033651.0,12,24.9,79.95,674.2,1,79.95,79.95,79.95,1,1,2,3000,541,325,9,56,2,258,0,2,1,11,252804.25,0
5100,5101,12,5,4064817.0,67,1.0,29.99,632.9,4,7.0,7.0,28.0,1,1,-1,2900,502,66,19,41,2,28,0,8,1,63,60668.91044776119,0
5106,5107,12,5,244979.0,19,15.0,17.99,140.98,1,15.0,15.0,15.0,1,1,2,300,465,3,4,30,1,28,0,2,1,18,12893.631578947368,0
5107,5108,12,5,1072388.0,2,3.99,14.99,18.98,2,3.99,14.99,18.98,5,1,2,5000,523,23,50,51,2,10,9,16,1,0,536194.0,1
5111,5112,12,5,4330777.0,72,3.0,45.99,1175.99,1,20.0,20.0,20.0,1,1,2,300,447,3,4,35,1,14,0,5,1,71,60149.680555555555,0
5118,5119,12,5,1704883.0,4,699.0,799.0,2896.0,1,699.0,699.0,699.0,1,1,-1,1500,497,73,22,43,1,133,7,10,3,3,426220.75,0
5120,5121,12,5,617293.0,8,19.99,19.99,159.92,5,19.99,19.99,99.95,1,1,-1,1000,515,19,12,23,1,16,4,24,1,3,77161.625,1
5130,5131,12,5,553639.0,2,179.0,179.0,358.0,1,179.0,179.0,179.0,1,1,2,2300,539,104,19,29,2,25,1,4,1,1,276819.5,0
5132,5133,12,5,3263649.0,12,29.99,299.99,1334.92,1,299.99,299.99,299.99,5,1,2,300,541,28,12,53,1,20,3,5,1,11,271970.75,1
5135,5136,12,5,18006.0,2,3.99,3.99,7.98,1,3.99,3.99,3.99,1,1,-1,600,70,55,1,43,2,380,0,3,1,1,9003.0,0
5145,5146,12,5,704043.0,29,12.99,99.99,1043.71,1,39.99,39.99,39.99,1,1,2,1600,503,91,11,30,2,38,0,2,1,28,24277.344827586207,0
5147,5148,12,5,880494.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1,1,2,600,80,21,1,41,2,44,0,8,1,0,880494.0,0
5152,5153,12,5,1291433.0,60,2.99,159.0,869.31,2,11.99,11.99,23.98,1,1,-1,1500,510,131,34,68,2,19,0,5,1,58,21523.883333333335,0
5161,5162,12,5,3736.66,161,1.0,39.99,1770.12,9,1.0,19.99,71.94,5,1,2,4000,545,329,9,51,2,26,7,25,1,152,23.209068322981366,1
5175,5176,12,5,249942.0,1,99.99,99.99,99.99,1,99.99,99.99,99.99,5,1,2,1300,525,71,20,30,1,26,9,11,4,0,249942.0,1
5177,5178,12,5,161499.0,2,3.99,19.99,23.98,2,3.99,19.99,23.98,5,1,2,10000,499,10,80,44,2,10,4,7,3,0,80749.5,1
5190,5191,12,5,797963.0,14,20.0,99.99,739.91,1,40.0,40.0,40.0,1,1,2,2100,509,163,12,38,2,37,0,3,1,13,56997.357142857145,0
5194,5195,12,5,2916138.0,41,3.0,99.99,526.31,8,5.0,99.99,137.97,5,1,2,300,406,2,4,19,1,25,5,28,1,33,71125.31707317074,1
5195,5196,12,5,469619.0,9,9.69,14.99,99.63,2,14.99,14.99,29.98,4,1,2,3000,482,183,21,36,2,11,3,6,4,7,52179.88888888889,0
5226,5227,12,5,711.86,3,279.99,279.99,559.98,1,279.99,279.99,279.99,5,1,2,1300,563,255,6,39,2,15,11,14,3,2,237.28666666666666,1
5230,5231,12,5,238392.0,4,19.99,19.99,79.96,1,19.99,19.99,19.99,5,1,2,300,460,204,10,52,1,392,5,6,3,3,59598.0,1
5244,5245,12,5,198.07,2,59.99,59.99,119.98,1,59.99,59.99,59.99,5,1,2,2500,540,347,18,52,2,15,3,6,1,1,99.035,1
5245,5246,12,5,2345743.0,19,299.99,499.99,7449.81,2,399.99,499.99,899.98,5,1,2,800,557,14,2,53,2,186,6,10,3,17,123460.15789473684,1
5252,5253,12,5,453983.0,14,16.99,19.99,227.88,1,19.99,19.99,19.99,1,1,-1,3100,549,433,29,77,2,15,4,9,1,13,32427.35714285714,0
5254,5255,12,5,281987.0,11,9.99,24.99,169.9,4,9.99,24.99,64.96,5,1,2,5000,513,27,22,46,2,22,3,13,1,7,25635.18181818182,1
5256,5257,12,5,256446.0,7,3.99,49.99,148.93,5,3.99,49.99,93.95,5,1,2,4000,534,64,42,55,2,14,9,16,3,2,36635.142857142855,1
5264,5265,12,5,563.61,11,5.0,5.0,25.0,1,5.0,5.0,5.0,5,1,2,7500,548,67,15,27,2,18,4,8,1,10,51.23727272727273,1
5265,5266,12,5,2329.39,14,399.99,1569.0,12681.94,1,1569.0,1569.0,1569.0,1,1,2,2500,525,195,12,66,2,105,0,3,1,13,166.385,0
5267,5268,12,5,118428.0,2,12.99,12.99,12.99,2,12.99,12.99,12.99,5,1,2,8500,549,126,84,44,2,10,3,7,1,0,59214.0,1
5269,5270,12,5,164662.0,4,10.0,20.0,60.0,2,10.0,20.0,30.0,5,1,2,4500,521,216,25,50,2,13,3,8,1,2,41165.5,1
5272,5273,12,5,656108.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,1,2,23500,517,126,180,59,2,10,7,10,3,0,656108.0,1
5275,5276,12,5,204981.0,3,299.99,299.99,599.98,1,299.99,299.99,299.99,1,1,-1,4500,539,146,8,42,2,206,0,5,1,2,68327.0,0
5280,5281,12,5,955836.0,13,899.99,1799.99,18599.87,1,1799.99,1799.99,1799.99,1,1,2,10000,537,206,70,55,2,13,5,8,4,12,73525.84615384616,0
5283,5284,12,5,4641419.0,106,5.0,19.99,1191.33,13,5.99,14.99,139.91,5,1,2,600,410,20,12,36,2,52,3,29,1,93,43786.97169811321,1
5285,5286,12,5,436147.0,2,299.98,299.98,599.96,2,299.98,299.98,599.96,4,1,2,900,545,69,8,38,1,11,5,10,4,0,218073.5,1
5288,5289,12,5,339655.0,5,379.0,599.0,2775.0,1,599.0,599.0,599.0,5,1,2,300,470,58,0,20,1,34,7,10,4,4,67931.0,1
5289,5290,12,5,82826.0,1,3.99,3.99,3.99,1,3.99,3.99,3.99,5,1,2,7500,511,182,33,59,2,20,3,6,1,0,82826.0,1
5292,5293,12,5,47339.0,1,34.99,34.99,34.99,1,34.99,34.99,34.99,1,1,-1,300,588,2,1,41,2,87,0,2,1,0,47339.0,0
5296,5297,12,5,934081.0,12,349.99,1099.99,3699.92,1,349.99,349.99,349.99,1,1,1,600,415,84,19,26,2,161,0,2,1,11,77840.08333333333,0
5317,5318,12,5,2744073.0,16,10.0,79.99,417.85,3,14.99,24.99,59.97,5,1,2,5000,555,300,11,52,1,337,8,12,4,13,171504.5625,1
5319,5320,12,5,685666.0,9,14.99,47.96,274.79,4,14.99,43.96,117.9,1,1,2,2300,531,140,6,41,2,147,0,9,1,5,76185.11111111111,0
5323,5324,12,5,3586754.0,42,1.0,20.0,466.83,4,7.0,20.0,47.0,5,1,2,8500,587,285,8,51,1,26,9,18,4,38,85398.90476190476,1
5328,5329,12,5,3595732.0,115,1.0,119.99,1624.39,8,5.0,119.99,186.99,5,1,2,9000,539,135,46,43,2,16,6,23,1,107,31267.234782608695,1
5346,5347,12,5,1710101.0,6,19.99,999.0,4514.99,1,999.0,999.0,999.0,4,1,2,300,479,0,0,24,1,26,3,6,4,5,285016.8333333333,0
5349,5350,12,5,273343.0,3,19.99,19.99,59.97,3,19.99,19.99,59.97,1,1,2,4000,80,222,3,44,2,21,0,8,1,0,91114.33333333333,0
5358,5359,12,5,2566931.0,3,6.99,39.99,46.98,2,6.99,39.99,46.98,1,1,-1,4000,573,43,15,39,2,128,0,4,1,1,855643.6666666666,0
5368,5369,12,5,537769.0,5,149.99,159.99,769.95,1,149.99,149.99,149.99,1,1,2,2800,516,233,11,46,2,61,11,16,3,4,107553.8,0
5371,5372,12,5,280965.0,9,69.99,149.99,919.91,1,99.99,99.99,99.99,1,1,-1,2700,510,98,10,39,1,28,0,3,1,8,31218.333333333332,0
5373,5374,12,5,241.86,10,3.99,29.99,135.9,1,3.99,3.99,3.99,1,1,1,300,481,2,0,34,2,63,0,2,1,9,24.186,0
5390,5391,12,5,488.99,4,7.99,549.99,565.97,1,7.99,7.99,7.99,1,1,-1,3000,538,219,9,60,1,30,3,6,1,3,122.2475,0
5397,5398,12,5,1563725.0,16,8.99,59.99,306.58,3,8.99,24.9,43.88,5,1,2,4000,529,316,5,59,2,312,5,15,2,13,97732.8125,1
5405,5406,12,5,1648948.0,60,39.99,949.99,18937.42,1,299.99,299.99,299.99,2,1,2,300,469,218,17,45,2,21,0,3,1,59,27482.466666666667,0
5410,5411,12,5,1769029.0,80,9.99,39.99,970.7,5,14.99,29.99,102.45,5,1,2,300,427,3,3,43,2,60,5,24,1,75,22112.8625,1
5411,5412,12,5,1605731.0,11,9.99,39.99,346.17,5,9.99,39.99,129.88,5,1,2,2500,484,218,5,43,2,53,3,17,1,6,145975.54545454544,1
5414,5415,12,5,2862814.0,21,5.99,29.99,457.79,5,14.99,29.99,119.95,2,1,2,700,511,87,3,45,2,37,0,13,1,16,136324.47619047618,0
5415,5416,12,5,669608.0,33,14.99,39.95,429.74,1,14.99,14.99,14.99,2,1,2,1100,510,133,13,43,2,130,0,5,1,32,20291.151515151516,0
5417,5418,12,5,450056.0,4,5.0,39.99,124.97,1,39.99,39.99,39.99,1,1,2,4000,582,178,12,47,2,20,0,2,1,3,112514.0,0
5425,5426,12,5,1982058.0,24,3.99,21.0,308.8,9,3.99,19.99,79.91,3,1,2,8500,519,221,30,46,2,16,1,29,1,15,82585.75,0
5428,5429,12,5,100019.0,5,69.99,69.99,209.97,1,69.99,69.99,69.99,5,1,2,1400,472,196,21,35,2,21,3,5,2,4,20003.8,1
5436,5437,12,5,588051.0,9,12.99,12.99,25.98,1,12.99,12.99,12.99,4,1,2,300,70,82,6,47,2,347,2,4,2,8,65339.0,0
5438,5439,12,5,7507.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,1,1,2,1900,520,214,16,66,2,35,0,2,1,0,7507.0,0
5454,5455,12,5,339885.0,1,499.99,499.99,499.99,1,499.99,499.99,499.99,5,1,2,2500,516,64,37,50,2,15,5,8,3,0,339885.0,1
5461,5462,12,5,88136.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,5,1,2,300,489,11,5,47,2,47,3,6,1,0,88136.0,1
5463,5464,12,5,756.76,5,9.99,249.99,329.95,4,9.99,29.99,79.96,5,1,2,5000,560,428,66,59,2,13,3,23,1,1,151.352,1
5468,5469,12,5,220.7,5,49.99,49.99,99.98,1,49.99,49.99,49.99,5,1,2,600,541,55,8,43,1,42,3,4,3,4,44.14,1
5485,5486,12,5,1032911.0,20,4.99,12.99,62.93,2,4.99,9.99,14.98,5,1,2,600,552,31,2,37,2,214,3,9,2,18,51645.55,1
5495,5496,12,5,157185.0,6,9.99,12.99,58.95,2,9.99,12.99,22.98,5,1,2,5000,495,15,43,47,2,11,4,6,4,4,26197.5,1
5496,5497,12,5,823488.0,18,14.99,24.99,335.82,4,14.99,24.99,75.96,5,1,2,4800,521,223,44,55,2,11,12,22,1,14,45749.333333333336,1
5504,5505,12,5,1832275.0,31,4.99,12.99,380.69,8,12.99,12.99,103.92,1,1,-1,25000,492,24,100,44,2,10,4,22,1,23,59105.645161290326,0
5520,5521,12,5,269324.0,6,59.99,179.99,419.95,1,59.99,59.99,59.99,2,1,2,1000,70,211,0,60,2,13,0,2,2,5,44887.333333333336,0
5527,5528,12,5,405846.0,2,329.99,329.99,659.98,1,329.99,329.99,329.99,4,1,2,2000,514,221,17,42,2,11,9,11,4,1,202923.0,0
5528,5529,12,5,673675.0,7,7.99,22.99,99.95,1,22.99,22.99,22.99,3,1,2,600,577,240,2,43,1,60,1,8,2,6,96239.28571428571,0
5532,5533,12,5,52569.0,2,333.0,333.0,666.0,1,333.0,333.0,333.0,1,1,-1,1500,384,3,1,22,2,35,0,4,1,1,26284.5,0
5535,5536,12,5,485648.0,5,599.0,599.0,2995.0,2,599.0,599.0,1198.0,1,1,-1,100,512,6,0,23,1,27,3,20,1,3,97129.6,0
5545,5546,12,5,12169357.0,15,299.99,399.99,5549.85,1,399.99,399.99,399.99,5,1,2,4000,556,219,9,52,2,27,6,12,1,14,811290.4666666667,1
5551,5552,12,5,2615189.0,97,14.99,59.99,1157.82,9,16.24,29.99,209.16,5,1,2,1600,519,90,21,38,2,27,13,40,1,88,26960.711340206184,1
5555,5556,12,5,20889713.0,18,299.95,379.0,1815.95,1,379.0,379.0,379.0,1,1,2,1500,516,18,9,66,1,372,0,2,1,17,1160539.611111111,0
5556,5557,12,5,164095.0,2,199.0,199.0,398.0,1,199.0,199.0,199.0,5,1,2,2900,452,184,26,29,2,66,3,5,2,1,82047.5,1
5562,5563,12,5,58541.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,2,1,2,600,567,39,11,30,2,13,0,3,1,0,58541.0,0
5563,5564,12,5,94579.0,7,59.99,59.99,419.93,2,59.99,59.99,119.98,1,1,-1,600,459,59,19,41,2,19,0,6,1,5,13511.285714285714,0
5567,5568,12,5,30905.0,3,59.99,59.99,119.98,1,59.99,59.99,59.99,3,1,2,2000,495,85,7,29,2,36,1,2,3,2,10301.666666666666,0
